6	6.0	5.0	3.0	6.0	6.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0
7	9.0	1.0	4.0	6.0	9.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0
10	4.0	7.0	1.0	7.0	9.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0
18	7.0	1.0	8.0	6.0	6.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0
23	4.0	1.0	5.0	8.0	6.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0
24	4.0	2.0	9.0	6.0	7.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0
30	9.0	4.0	0.0	6.0	7.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0
34	5.0	3.0	9.0	7.0	8.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0
45	3.0	6.0	5.0	9.0	7.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0
48	5.0	5.0	5.0	6.0	8.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0	-1000000.0
