208	30	0	1	0	0	3	50	980	579	9
208	25	1	1	1	1	3	58	530	579	8
142	25	1	1	0	0	3	78	475	1649	0
208	25	1	1	0	0	3	58	675	749	7
241	32	0	1	1	0	3	78	560	749	9
363	32	0	1	1	0	0	78	445	1129	0
208	30	0	0	0	0	3	20	700	749	6
241	25	0	0	1	0	3	30	980	1649	0
243	30	1	1	0	0	0	30	675	1129	6
208	30	1	1	0	0	0	30	840	2329	0
162	30	1	1	0	1	0	50	460	499	9
208	25	1	1	0	0	0	58	475	609	0
162	27	1	1	0	0	0	30	475	581	9
363	27	0	0	0	1	3	30	445	659	0
208	25	0	0	0	0	2	50	505	581	0
208	25	0	0	0	0	2	30	535	609	9
363	32	1	1	1	1	0	78	1405	499	0
241	32	0	1	0	0	3	50	700	669	0
208	18	0	1	0	0	0	58	765	499	0
208	25	1	1	0	1	1	50	560	749	2
208	30	0	0	1	0	0	30	530	1129	9
241	30	0	0	0	1	0	50	700	609	0
208	27	0	0	0	0	1	58	505	749	9
162	25	0	1	0	1	2	35	675	1129	0
241	27	0	0	0	0	0	30	850	1129	0
242	30	1	1	0	0	1	35	530	609	6
241	30	0	1	0	0	3	78	700	749	0
162	30	0	0	0	0	3	78	530	479	7
209	30	0	1	0	0	0	58	700	2149	0
241	25	0	1	0	0	0	78	505	749	9
162	30	0	0	1	1	3	78	470	669	7
208	32	0	0	0	0	0	20	505	1129	9
208	30	0	0	0	0	3	30	700	749	0
241	30	0	1	0	0	3	30	700	1129	0
363	32	1	1	1	1	0	78	505	2329	0
102	30	0	1	0	1	3	58	560	1649	0
162	30	0	0	1	0	1	50	560	399	7
241	32	1	1	0	1	3	58	980	2149	1
363	30	1	1	1	1	0	78	535	749	0
61	25	1	1	0	0	1	50	1405	2329	6
241	30	1	0	0	0	2	30	850	2149	0
102	27	1	0	1	0	0	30	765	2149	9
243	30	0	1	0	1	0	50	1405	2749	0
123	27	1	0	0	0	3	50	505	1649	6
142	25	0	0	0	0	3	50	445	499	0
209	30	1	1	1	0	0	50	700	3229	0
241	30	1	1	0	1	3	50	475	1129	0
123	27	0	0	0	0	2	78	505	749	9
243	25	1	1	1	0	0	30	445	749	0
208	27	0	1	0	0	2	50	475	400	9
162	30	0	0	0	0	3	78	505	609	9
209	32	0	1	0	0	3	20	560	499	6
208	25	0	0	0	0	2	50	675	749	7
162	25	1	1	0	0	3	35	1405	1129	9
209	30	1	1	1	1	0	58	840	2749	9
208	27	1	1	0	1	3	50	505	1649	9
241	30	0	1	0	0	3	78	505	609	0
242	30	0	0	0	1	0	50	700	749	0
162	25	1	1	0	1	0	30	560	499	0
162	30	0	1	0	0	3	78	460	499	8
208	25	0	0	0	0	3	50	980	1129	6
209	27	1	1	0	0	3	78	560	749	0
208	27	1	0	0	0	2	50	470	469	0
363	27	1	1	0	1	3	78	840	1649	7
363	30	1	1	0	0	0	78	700	579	0
208	30	1	0	0	1	3	35	505	399	0
208	30	0	0	0	0	2	78	980	659	9
209	25	0	1	0	1	0	58	560	609	6
142	18	0	1	0	0	0	78	445	189	0
162	30	1	1	0	1	0	50	460	499	0
243	30	0	1	0	0	2	58	445	749	9
162	25	0	0	1	0	0	30	850	1129	9
208	27	0	1	0	1	3	30	675	609	0
241	18	0	0	0	0	3	58	445	581	9
208	27	0	0	0	0	2	58	560	469	0
363	27	0	0	0	0	4	78	505	499	7
208	30	0	0	0	1	4	50	505	749	0
209	27	1	1	0	0	3	50	535	749	0
242	32	0	1	0	0	3	50	860	749	0
123	32	1	1	0	1	0	50	700	1649	1
363	25	0	1	1	0	3	78	860	2149	0
123	25	0	1	1	0	2	58	675	400	0
208	27	1	1	1	1	0	35	445	1129	6
208	25	0	1	0	0	2	50	675	400	7
162	27	0	0	0	0	2	20	765	749	0
102	25	1	1	0	0	3	30	765	1129	9
142	30	1	0	0	0	0	35	505	1129	0
242	27	1	1	0	0	3	50	560	1129	9
242	32	0	0	0	0	2	50	560	659	0
209	30	1	0	0	0	3	30	505	609	0
123	30	0	0	0	0	1	58	470	749	9
209	32	1	0	0	1	0	50	700	749	0
208	25	0	0	0	1	1	58	455	749	9
208	25	0	0	0	1	3	58	560	749	9
208	27	0	0	0	0	3	58	505	499	9
209	27	1	1	0	1	0	78	560	2749	0
102	25	1	1	1	1	4	30	850	3229	6
208	27	0	1	0	1	2	30	475	669	0
209	18	0	1	0	1	2	50	860	1129	0
363	30	0	0	0	0	0	78	700	749	0
162	18	1	1	0	1	1	20	560	499	9
363	30	0	0	0	1	0	30	560	1649	0
162	30	1	1	1	1	2	30	560	499	1
242	27	1	1	1	1	3	78	505	749	0
363	30	0	1	0	0	1	58	505	1129	0
363	25	0	1	1	1	0	50	700	1649	0
162	25	0	0	0	1	1	50	700	749	0
208	25	0	1	0	0	1	78	505	669	0
162	27	0	1	0	0	2	58	675	609	9
363	18	0	0	0	0	3	78	505	749	9
242	27	0	0	0	0	4	58	505	1129	0
209	30	0	0	1	1	3	50	560	669	0
209	25	1	0	0	0	2	35	470	400	0
241	27	1	1	0	1	0	50	505	749	0
208	27	0	0	0	0	2	50	700	581	0
162	25	1	0	0	0	2	30	455	669	8
162	32	0	0	0	0	1	78	505	749	7
208	30	1	1	1	1	0	78	560	749	0
243	32	1	1	1	0	3	58	505	581	0
162	27	1	1	0	1	1	58	445	579	8
102	25	0	0	0	0	4	78	460	400	7
209	27	0	1	0	1	3	78	1405	2329	9
243	30	0	1	0	0	0	50	530	749	0
162	27	1	0	0	0	0	78	505	400	7
241	25	1	0	0	0	2	35	505	659	0
123	25	0	0	0	1	2	20	505	400	8
123	30	1	1	0	1	1	20	505	399	3
208	30	1	0	0	0	3	35	530	609	6
208	25	1	0	0	0	2	58	460	499	0
241	27	1	1	1	0	4	30	560	469	0
142	27	0	0	0	1	2	78	530	1649	7
243	27	0	1	0	0	3	78	700	499	0
243	30	0	1	0	0	3	58	560	609	9
241	30	0	0	1	0	1	35	560	499	0
208	18	0	1	0	0	4	78	530	1129	0
162	27	1	1	1	1	1	30	505	609	0
209	30	0	0	0	0	4	50	700	669	9
142	30	0	0	0	1	0	78	560	579	0
209	25	0	1	0	0	0	78	470	669	0
209	25	1	1	1	0	2	78	860	749	0
242	30	0	1	0	0	3	30	475	479	8
123	25	1	1	0	0	1	58	455	499	9
363	32	1	1	0	0	2	35	560	749	0
142	25	0	0	0	1	1	78	560	1129	9
209	27	0	1	0	0	1	30	530	581	9
102	25	0	0	0	0	2	30	445	189	9
243	27	1	1	1	1	1	50	530	749	0
241	27	1	1	0	1	2	50	700	1649	0
209	25	0	1	0	0	3	30	700	749	0
208	25	0	0	0	0	2	78	850	2149	7
242	27	1	1	0	1	1	58	445	579	0
208	27	0	0	0	1	0	78	505	2749	0
241	25	0	1	0	1	3	78	445	400	9
208	25	1	1	1	0	4	78	445	499	8
242	18	0	0	0	0	1	30	475	1129	9
243	27	0	1	1	0	1	30	560	749	9
363	32	1	1	1	0	3	78	530	609	0
162	25	0	1	0	0	4	58	505	499	7
208	30	1	0	0	0	1	50	505	400	0
242	27	0	0	1	0	1	78	860	749	0
208	27	0	1	0	0	3	78	675	1649	0
208	27	1	1	0	0	1	50	535	499	9
162	30	0	0	0	0	1	78	700	1129	0
241	25	0	1	0	0	2	30	560	400	9
363	27	0	0	1	1	3	78	560	749	0
208	25	1	1	1	0	2	35	535	1129	0
241	30	1	1	0	1	2	50	530	749	9
209	25	1	1	0	0	2	30	850	2749	0
208	30	1	0	0	0	2	78	505	1129	9
241	27	0	1	1	1	3	78	765	2149	0
243	27	1	0	0	0	0	78	560	609	0
242	30	1	1	1	1	3	78	505	669	9
142	30	0	1	0	1	2	50	860	749	0
61	25	0	0	0	0	1	30	560	749	0
241	30	1	1	1	1	3	30	445	749	8
209	25	0	0	0	0	3	30	470	579	0
162	30	0	0	1	1	2	50	860	2329	0
363	30	0	0	0	0	3	50	475	609	0
243	27	1	0	0	0	2	50	530	749	0
162	27	0	0	0	0	1	50	675	499	9
162	25	0	0	0	1	1	50	700	3229	7
61	30	0	0	0	1	4	78	445	749	7
162	25	0	0	0	0	1	30	675	400	9
162	25	0	0	0	0	2	78	505	749	0
242	30	0	0	0	1	1	50	460	499	9
123	32	0	0	0	1	2	30	530	1649	0
243	18	0	0	0	0	2	58	675	669	0
123	25	0	0	0	0	0	20	455	189	0
208	27	0	1	0	0	2	50	850	1129	0
363	27	0	0	1	0	4	78	980	5219	0
241	30	0	0	0	1	0	78	560	749	9
208	27	1	0	0	0	3	58	530	2149	9
242	30	1	1	0	0	2	30	505	749	9
241	27	1	1	1	0	2	30	505	581	0
102	25	0	0	1	0	1	30	470	669	0
243	32	1	1	1	1	1	78	530	1649	0
162	32	0	0	0	1	0	50	700	1129	1
